catcode,cmte_id,catorder,catname,industry,sector,newsletter,source,confidence,reasoning,model
,C00928184,,DEREK MERRIN FOR CONGRESS - EMB NOMINEE FUND OH-09,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'FOR CONGRESS - EMB NOMINEE FUND' indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928192,,EMB NOMINEE FUND TX-28,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'NOMINEE FUND' with a district indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928200,,EMB NOMINEE FUND TX-34,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'NOMINEE FUND' with a district indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928218,,EMB NOMINEE FUND WA-03,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'NOMINEE FUND' with a district indicates a joint fundraising committee for a candidate.,gpt-4.1
,C00928374,,JOBS AND DEMOCRACY PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'JOBS AND DEMOCRACY PAC' is a generic/ideological name with no industry connection.,gpt-4.1
,C00928390,,DEFENDING OUR VALUES PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'DEFENDING OUR VALUES PAC' is a generic/ideological name with no industry connection.,gpt-4.1
,C00928481,,"VANTEO, LLC POLITICAL ACTION COMMITTEE",Misc Business,Misc Business,,llm_inferred,medium,"'VANTEO, LLC' is a company, but its industry is not specified in the name.",gpt-4.1
,C00928549,,AVEANNA HEALTHCARE LLC PAC,Health Services/HMOs,Health,Healthcare,llm_inferred,high,'AVEANNA HEALTHCARE LLC PAC' is sponsored by a healthcare company.,gpt-4.1
,C00928804,,WAY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00928838,,VERLINA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00928929,,MONUMENTAL SPORTS PAC,Recreation/Live Entertainment,Misc Business,Hospitality & Retail,llm_inferred,high,"'MONUMENTAL SPORTS PAC' refers to Monumental Sports, a sports/entertainment company.",gpt-4.1
,C00928960,,"FONKEN, MATTHEW WILLIAM JR.",Candidate Committees,Candidate,,llm_inferred,high,"Personal name only, indicating a candidate committee.",gpt-4.1
,C00928986,,AFFORDABILITY AND PROGRESS PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'AFFORDABILITY AND PROGRESS PAC' is a generic/ideological name with no industry connection.,gpt-4.1
,C00929000,,LARRY RUBIN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,'FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00929034,,THE COMMITTEE TO ELECT LAKESHA WOMACK,Candidate Committees,Candidate,,llm_inferred,high,'COMMITTEE TO ELECT' indicates a candidate committee.,gpt-4.1
,C00929075,,BOLDLY UPHOLDING CONSTITUTIONAL KNOWLEDGE PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,'BOLDLY UPHOLDING CONSTITUTIONAL KNOWLEDGE PAC' is a generic/ideological name with no industry connection.,gpt-4.1
,C00929109,,VAN HOLLEN COOPER VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,'VICTORY FUND' indicates a joint fundraising committee for candidates.,gpt-4.1
,C00929117,,JAMIE DAVIS FOR U.S. SENATE,Candidate Committees,Candidate,,llm_inferred,high,'FOR U.S. SENATE' indicates a candidate committee.,gpt-4.1
,C00929125,,"VERSANT MEDIA GROUP, INC. POLITICAL ACTION COMMITTEE",Business Services,Misc Business,,llm_inferred,high,"The committee is sponsored by Versant Media Group, Inc., a named company in the media/business services sector.",gpt-4.1
,C00929158,,CORINNA CONTRERAS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Corinna Contreras.,gpt-4.1
,C00929174,,TANO TIJERINA FOR CONGRESS INC,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Tano Tijerina.,gpt-4.1
,C00929208,,BOOKER FOR THE COMMONWEALTH,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Booker.,gpt-4.1
,C00929265,,MAYRA MACIAS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Mayra Macias.,gpt-4.1
,C00929307,,HOUSTON WOMEN WIN,Women's Issues,Ideology/Single-Issue,,llm_inferred,medium,"The name 'Houston Women Win' suggests a focus on women's issues, but does not indicate an industry.",gpt-4.1
,C00929315,,STELSON VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory Fund' is typical of joint fundraising committees for candidates.,gpt-4.1
,C00929349,,DAN GOLDMAN NEW YORK VICTORY,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory' and inclusion of a candidate's name indicate a joint fundraising committee.,gpt-4.1
,C00929372,,REYNOSO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Reynoso.,gpt-4.1
,C00929430,,NICHOLI FTW,Candidate Committees,Candidate,,llm_inferred,high,The name 'Nicholi FTW' suggests a candidate committee.,gpt-4.1
,C00929505,,PAUL BONDAR FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Paul Bondar.,gpt-4.1
,C00929554,,KEEPING FREEDOM ALIVE PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'Keeping Freedom Alive PAC' is ideological and does not indicate an industry.,gpt-4.1
,C00929588,,FAMILY MATTERS VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory Fund' is typical of joint fundraising committees for candidates.,gpt-4.1
,C00929604,,FAT MATT SMITH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Fat Matt Smith.,gpt-4.1
,C00929711,,CLAIRE REYNOLDS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Claire Reynolds.,gpt-4.1
,C00929752,,DR. TODD IVEY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Dr. Todd Ivey.,gpt-4.1
,C00929786,,COLTON MOORE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Colton Moore.,gpt-4.1
,C00929794,,JULIE FOR COLORADO,Candidate Committees,Candidate,,llm_inferred,high,The name 'Julie for Colorado' indicates a candidate committee.,gpt-4.1
,C00929802,,JAY VAINGANKAR FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Jay Vaingankar.,gpt-4.1
,C00929844,,ALLRED FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,The name 'Allred for Texas' indicates a candidate committee.,gpt-4.1
,C00929877,,COMMITTEE TO ELECT PAZ,Candidate Committees,Candidate,,llm_inferred,high,The name 'Committee to Elect Paz' indicates a candidate committee.,gpt-4.1
,C00929901,,JASMINE FOR TEXAS,Candidate Committees,Candidate,,llm_inferred,high,The name 'Jasmine for Texas' indicates a candidate committee.,gpt-4.1
,C00929927,,MCMORROW VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'Victory Fund' is typical of joint fundraising committees for candidates.,gpt-4.1
,C00929968,,TOM PERRIELLO FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name indicates this is a candidate committee for Tom Perriello.,gpt-4.1
,C00930008,,MAPP FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'Mapp for Congress' indicates a candidate committee.,gpt-4.1
,C00930032,,MARK NEWGENT FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930065,,TREVER NEHLS FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930081,,SHERMAN VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,"Name includes 'VICTORY FUND', which is typically a joint fundraising committee.",gpt-4.1
,C00930123,,LANDER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930149,,218 COMMITTEE,Unknown,Unknown,,llm_inferred,low,Name '218 COMMITTEE' is generic and does not indicate an industry or candidate.,gpt-4.1
,C00930164,,NICKY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930248,,MOLDER VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,"Name includes 'VICTORY FUND', which is typically a joint fundraising committee.",gpt-4.1
,C00930271,,NIDA FOR NC,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR NC', indicating a candidate committee.",gpt-4.1
,C00930297,,JACE YARBROUGH FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930305,,ALEXANDER HALE FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930339,,"KNOWLEDGE, INTEGRITY, RESPONSIBILITY AND KINSHIP PAC",Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930347,,JUSTIN KIRK VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,"Name includes 'VICTORY FUND', which is typically a joint fundraising committee.",gpt-4.1
,C00930396,,LEAN FORWARD AMERICA FUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930404,,AMERICA FIRST PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930438,,ALABAMA FREEDOM FUND,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930461,,WRANGLER PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930479,,COLTON VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,"Name includes 'VICTORY FUND', which is typically a joint fundraising committee.",gpt-4.1
,C00930495,,WINNING RIGHT PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate a specific industry or candidate.,gpt-4.1
,C00930610,,MIKE THUROW FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930628,,"AIR SPACE INTELLIGENCE, INC. PAC (ASI PAC)",Misc Defense,Misc Business,Defense,llm_inferred,high,"Name includes 'AIR SPACE INTELLIGENCE, INC.', a company in the defense/intelligence sector.",gpt-4.1
,C00930644,,WESTBY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930719,,JOSEPH CHAPLIK FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR CONGRESS', indicating a candidate committee.",gpt-4.1
,C00930727,,"Y COMBINATOR MANAGEMENT, LLC POLITICAL COMMITTEE (LITTLE TECH PAC)",Internet,Communic/Electronics,ICT & Cybersecurity,llm_inferred,high,"Name includes 'Y COMBINATOR MANAGEMENT, LLC', a well-known technology startup accelerator.",gpt-4.1
,C00930750,,"EISENHAUER, MICHAEL D. DR.",Unknown,Unknown,,llm_inferred,low,Name is a personal name with no indication of industry or candidate status.,gpt-4.1
,C00930784,,RAYMOND SMITH FOR NORTH CAROLINA,Candidate Committees,Candidate,,llm_inferred,high,"Name is in the format 'FOR NORTH CAROLINA', indicating a candidate committee.",gpt-4.1
,C00930800,,TERRI GREEN ELECTION CAMPAIGN COMMITTEE,Candidate Committees,Candidate,,llm_inferred,high,The name 'TERRI GREEN ELECTION CAMPAIGN COMMITTEE' indicates a candidate committee.,gpt-4.1
,C00930826,,FRIENDS OF STEPHEN T SKOLY,Candidate Committees,Candidate,,llm_inferred,high,The name 'FRIENDS OF STEPHEN T SKOLY' indicates a candidate committee.,gpt-4.1
,C00930867,,MATT ORTEGA FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'MATT ORTEGA FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00930875,,FANDUEL GROUP INC. PAC,Casinos/Gambling,Misc Business,Hospitality & Retail,llm_inferred,high,The name 'FANDUEL GROUP INC. PAC' identifies a company in the gambling industry.,gpt-4.1
,C00930966,,ARKANSANS FOR DEMOCRACY AND JUSTICE,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'ARKANSANS FOR DEMOCRACY AND JUSTICE' is generic and does not indicate an industry.,gpt-4.1
,C00931006,,BALANCE AND ACCOUNTABILITY PAC (BAC PAC),Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'BALANCE AND ACCOUNTABILITY PAC (BAC PAC)' is generic and does not indicate an industry.,gpt-4.1
,C00931014,,WILSON FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'WILSON FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00931089,,FRIENDS OF EVA LOPEZ CHAVEZ,Candidate Committees,Candidate,,llm_inferred,high,The name 'FRIENDS OF EVA LOPEZ CHAVEZ' indicates a candidate committee.,gpt-4.1
,C00931105,,TOM GRAY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'TOM GRAY FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00931147,,ALLISON JASLOW FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'ALLISON JASLOW FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00931287,,COGNETTI VICTORY FUND,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'COGNETTI VICTORY FUND' suggests a joint fundraising committee.,gpt-4.1
,C00931352,,FRIENDS OF PAIGE LOUD,Candidate Committees,Candidate,,llm_inferred,high,The name 'FRIENDS OF PAIGE LOUD' indicates a candidate committee.,gpt-4.1
,C00931444,,ARTICLE ONE VICTORY,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,medium,"The name 'ARTICLE ONE VICTORY' suggests a joint fundraising committee, but is somewhat generic.",gpt-4.1
,C00931527,,GEORGE CONWAY FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'GEORGE CONWAY FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00931576,,"ARMADA SYSTEMS, INC PAC",Misc Manufacturing & Distributing,Misc Business,,llm_inferred,medium,"The name 'ARMADA SYSTEMS, INC PAC' suggests a company, but the industry is unclear from the name alone.",gpt-4.1
,C00931626,,GENERAL MATTER PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'GENERAL MATTER PAC' is generic and does not indicate an industry.,gpt-4.1
,C00931634,,MISSION TO DELIVER PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'MISSION TO DELIVER PAC' is generic and does not indicate an industry.,gpt-4.1
,C00931667,,SUNRISE MOVEMENT,Environment,Ideology/Single-Issue,,llm_inferred,high,The name 'SUNRISE MOVEMENT' is a well-known environmental advocacy group.,gpt-4.1
,C00931709,,"CLAY FULLER FOR CONGRESS, INC.",Candidate Committees,Candidate,,llm_inferred,high,"The name 'CLAY FULLER FOR CONGRESS, INC.' indicates a candidate committee.",gpt-4.1
,C00931717,,CLINE VICTORY COMMITTEE,Joint Candidate Cmte,Joint Candidate Cmtes,,llm_inferred,high,The name 'CLINE VICTORY COMMITTEE' suggests a joint fundraising committee.,gpt-4.1
,C00931774,,ARTICLE ONE PAC,Misc Issues,Ideology/Single-Issue,,llm_inferred,low,The name 'ARTICLE ONE PAC' is generic and does not indicate an industry.,gpt-4.1
,C00931931,,LIBAN FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'LIBAN FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00932004,,PIETROWICZ FOR US CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'PIETROWICZ FOR US CONGRESS' indicates a candidate committee.,gpt-4.1
,C00932079,,ERIC CUNNINGHAM FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'ERIC CUNNINGHAM FOR CONGRESS' indicates a candidate committee.,gpt-4.1
,C00932178,,ELECT BRETT HUEFFMEIER TO CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,The name 'ELECT BRETT HUEFFMEIER TO CONGRESS' indicates a candidate committee.,gpt-4.1
,C00932244,,CITIZENS FOR CHUCK GRAY,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Chuck Gray.,gpt-4.1
,C00932434,,NATIONAL REPUBLICAN MAJORITY PAC,Party Committees,Party Cmte,,llm_inferred,high,Name indicates a Republican party PAC.,gpt-4.1
,C00932442,,"KING, JAMES GEORGE",Candidate Committees,Candidate,,llm_inferred,high,"Name is an individual, indicating a candidate committee.",gpt-4.1
,C00932509,,"BRIAN STOVER FOR CONGRESS, INC.",Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Brian Stover.,gpt-4.1
,C00932525,,TEAM MORRIS,Candidate Committees,Candidate,,llm_inferred,high,Name 'Team Morris' suggests a candidate committee.,gpt-4.1
,C00932541,,MELISSA HERNANDEZ FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Melissa Hernandez.,gpt-4.1
,C00932574,,SCOTT SINGER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Scott Singer.,gpt-4.1
,C00932582,,AMANDA MCKINNEY FOR WASHINGTON,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Amanda McKinney.,gpt-4.1
,C00932707,,CONSERVATIVE TEXANS PAC,Republican/Conservative,Ideology/Single-Issue,,llm_inferred,high,"Name indicates a conservative ideological PAC, not an industry group.",gpt-4.1
,C00932715,,FIG AND OLIVE ACTION PAC,Misc Business,Misc Business,,llm_inferred,medium,Name 'Fig and Olive' may reference a business but lacks clear industry identification.,gpt-4.1
,C00932723,,AMERICAN PRIORITIES (AP),Misc Issues,Ideology/Single-Issue,,llm_inferred,low,Name is generic and does not indicate an industry.,gpt-4.1
,C00932822,,SAM FOR MONTANA,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Sam in Montana.,gpt-4.1
,C00932830,,DR MARIAH LANCASTER FOR CONGRESS,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Dr Mariah Lancaster.,gpt-4.1
,C00932848,,BAISLEY FOR SENATE,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Baisley for Senate.,gpt-4.1
,C00932863,,MARK YORK FOR US SENATE,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Mark York for US Senate.,gpt-4.1
,C00932871,,HONEYWELL INTERNATIONAL PAC,Misc Manufacturing & Distributing,Misc Business,Manufacturing,llm_inferred,high,Honeywell International is a major manufacturing and industrial company.,gpt-4.1
,C00932921,,FRIENDS OF TRENT HOLBROOK,Candidate Committees,Candidate,,llm_inferred,high,Name indicates a candidate committee for Trent Holbrook.,gpt-4.1
